tweet_text,cyberbullying_type
agree antisemitic idiot please follow hated fellow news defending genocide muslin muslim friend us,religion
yo taking gay rape joke game stop acting like bad thing nerd,gender
bully high school,age
lady must two things classy fabulous,not_cyberbullying
yeah made kid fuck dumb nigger,ethnicity
sis isis burnt ancient church mogul mosul,not_cyberbullying
girl fuck it fuck mama dumb ass nigger,ethnicity
well case trump lowered unemployment rate really trump gone almost start war iran tried racially ban say apart war terror counting rape,religion
fuck mama dumb ass nigger woad her hoe dumb bitch,ethnicity
also fuck 140 character limit fucking dumb fuck nigger son cock,ethnicity
terrorist act sis isis hezbollah hezbollah a al panda qaeda muslin muslim brotherhood list goes justified buran quran america wake study buran quran learn religion us especially news christian,religion
men take sexist towards gender mean sexist cry,gender
c battery school bully 9 volt a aa mummer blackface,age
a aw nothing cry lynx ex xx,not_cyberbullying
rape joke group make unruly hurled racial retaliate strange old man beat drum boy s face boy nothing,gender
my mm maple bacon bomb,not_cyberbullying
gluten media silent award gang khan had ai tolerance silent killing innocent hind hindu open mouth islamic islamic terrorism,religion
saying palestine muslin muslim fuck,religion
good overtime bully,not_cyberbullying
babbling like every muslin muslim conspiracy idiot via cia sis isis utterly stupid without evidence blocked,religion
high school please stop inviting fragrance beauty raffle casebook,age
would consider rape gay man woman man consider lucky must men actually joke wanting raped much wish never,gender
remind liberal straight girl high school,age
hey last night learned becoming saw like rape n word word faggot used insult something gay suit,gender
fucking every evil comity blamed sis isis iraq iraqi troops separating,ethnicity
absolutely wrong believe anything like porn star personal loan right christian woman tolerate lot unchristian behavior boss,religion
claim equality count focus s hit,gender
class complete waste time,not_cyberbullying
bane you think hair busy right many people want shave,not_cyberbullying
people gay marriage people think rape funny,gender
killing innocent people army armed trained act like gun feel primary reason terrorism rise region kill muslin muslim right,religion
nigger dumb fuck thanks for foo about rip fake ass,ethnicity
eat buffet pizza hut pizza bread sticks salad,not_cyberbullying
really loyal dog pampero searching dictionary long time find your uygur nationality think xinjiang xinjiang people china even ethnic rarely caste system first,religion
daughter bitch good call female mother dog mother dogs sleep anyone mother bitch bitch made yo ho,gender
om couture video plot china something however everyone else select group idiot miss thank q shedding light great chinese jewfish jewish muslin muslim conspiracy keeping white people,religion
idiot early orientalist orientalism dismissive slam islam modern hath affirm reliability consider canonical terms hath know talking stay quiet,religion
taught embrace uniqueness think think outside box cattle daughter ate lunch four years high school different dead educated,age
least rape gay men,gender
key point societal teenager killing high school bully solving systemic issue know killing people phobic queer liberation way many,age
fuck fucking dumb hick mad because fired ass rap battle nigger,ethnicity
high school spiritual yoga loving peaceful,age
cooking still shit kat,gender
sensitive generation soft want joke gay suicide rape femininity want joke ion cope like,gender
brilliant yes round maybe midfield getting though,not_cyberbullying
rape gay guy sick line crossed,gender
fuck dumb bitch say fuck dumb ass nigger it night nigga,ethnicity
christian woman gay support sexuality oppression acting remove hell give damn s sexuality,religion
every terrorist black dot name jihad india slim salim comes saviour definition humanity,religion
known drink negro blanch blanco going treat well,ethnicity
my mr trump never ask help please read truthful do franchise gale call talk framed evidence like black christian woman people like right thing help pray,religion
question find black face remember seeing anything past keep looking see find anything validate,ethnicity
getting community service racial nigger black went far basically poison victim fucking disgusting 2,ethnicity
national association muslin muslim police force inside service 300 within you police service know wonder getaway trying hide islamic islamic grooming want hide islamic islamic terrorism,religion
thank personal story related touching,not_cyberbullying
went huge ordeal school liking childish things forced stop liking late is girl going buy play read one s going stop,age
basically racist buran quran say terrorist say defy basic human rack talk sis isis a al said wrong terrorist even get taught enough,religion
going apologize try weasel saying call female colleague fucking bitch face like acceptable found said apologize faced weasel ted,gender
turn 18 time next season meaning could apply duo,not_cyberbullying
would come tote home illiterate nigger defending dumb white bitch shut fuck internet thug,ethnicity
chinese kooky almost humor either vibe cringe tell budget high acting amateur feel hard try unique charm,age
first writing nice want second chose one yes,ethnicity
gyrus cyrus date rape joke gay club appearance via,gender
paraphrase death abs abu bar death cruel palestinian palestinian islamic islamic jihad bah abs abu alate win humanity,religion
side home school use bathroom need eat without rushed learn pace school school,age
exactly tragic act terrorism terrorist religion jihad jihadist want explain jihad terrorism innocent people peaceful humanity jihad muslin muslim s sacred faith misunderstood,religion
russia russian hind come support victim religious persecution russia hands orthodox christian radical oleander alexander article,religion
hype season probably say nigger faggot retard stupid dumb fuck shit stuff like ever enjoy might write book dick would rather meditating playing video,ethnicity
ah hah often pie lar shadow,not_cyberbullying
white man negro con real name god,ethnicity
mind tearing nephew tonight could imagine never coming home school,not_cyberbullying
id middle school high school one want mom s nope,age
point saying room comment word used know language non arabia arabic speaking know means taught correct interpretation,religion
anna wedding girl high school tiptoe continuously last 24 his one like fist fight,age
like seriously go fuck home dumb,ethnicity
free reins girl high school found people type went one hell exploration sex forever grateful,age
total liar like pedophile prophet in un burn people alive,religion
rape slavery holocaust congress mom gay,gender
nasty kat bitch,gender
let us wring hands tucker carbon s offhand joke 13 year old male rape victim shock jock radio station also keen slay celebrate 10 year old boy gay strip club,gender
go back top thread read,not_cyberbullying
fuck dumb nigger ring bell dumbass,ethnicity
speaking would watch let us play s bully,age
stop speaking behalf idiot,religion
girl class nth 6th grade little autistic thought would better send public school fit class actually high key teacher nothing,age
precisely rioting streets deli delhi people shaken bag name anti can can got india political party hypocrite idiot,religion
doubt avid david w idiot less got really think buran quran preserved literally word god mean flabbergasted lot still believe crap book feel pity wat indoctrination,religion
know radical christian terrorist support,religion
know fuck think know throwing world nigger watch dumb bitch,ethnicity
see dash bane module countryside,not_cyberbullying
least know natural,gender
idiot caste whether ashore made king brain brahmin silent buddy pakistan afghanistan,religion
time came candle march clearly felt bad trying show brutality islamic islamic criticism islamic islamic terrorism,religion
to even trying rob such want fuck n son fun dumb,ethnicity
action may bad judging pedestal seeing multiple people jump,not_cyberbullying
ape pretending trump going black matter side disgusting things like die nigger die know funding definitely agenda divide black whites plan,ethnicity
call sexist know shit sports comes football repeat anything dad,gender
look wonder many stopped hamburger afterwards,not_cyberbullying
cost sis isis half best city rebuilt free sis isis,religion
first one blaming,ethnicity
every girl know high school,age
wow turning 16 soon fuck might well say dumb shit future get trouble fucking hate saki s evil shit get saki s dirty want tweet also yes,ethnicity
sexist starting think anything 4,gender
go iraq kill people damn slave minded please kill sir kill racism racism go kill go beg,religion
yet laughing plight gay people opinion stated see type person laugh rape twitter,gender
oh hell call dude call dude lot course one standing lot wasting time her ler trying nice first her ler,ethnicity
night nigga came lunch like sitting alone work to face,not_cyberbullying
joke one gay men minding life prison prison rape would somehow enjoyable gay man maybe talk harm suggesting something awful,gender
school wrote song like really get shame mine get heard,age
teeming middle school,age
none stand beside know truth savagery israel new jew,not_cyberbullying
consider 3 month training program high school said honest b 40 spousal abuse rate c arresting without bias faith handed strange,age
idiot assume sympathizer christiania christianity white supremacy slam islam terrorism idiotic logic,religion
however high school front row weird kind bullying real bullying best friend hated literally pretty start wrote huge ass blog post insult,age
except talking like calling muslin muslim interrupted gorge george mama reiterated saying got nothing,religion
salty ya could always go canada it fuck mama dumb ass nigger,ethnicity
went school toxic masculinity always rife pe lesson lot though probably still get anxious sense imposter syndrome gym nothing common anyone,age
care country come long willing assimilate america american culture maybe whatever country ted came said acceptable america better call female fucking bitch,gender
mohammed declared jihad non sis isis executing jihad non,religion
home definitely problem also school full could found way around trapped mess home school drug solution,age
person doomed can despite person posted home address suddenly problem,not_cyberbullying
bullying stop every way high school overweight well least liked lot miss heavy cricket beat,age
brilliant english spy israel got brogan let syria turkey,not_cyberbullying
big fan marines recruitment commercial young girl goes stopping school becoming one biggest whatever want despite like school,age
remember one time high school beat girl suspended math teacher told came back even devil hell lot limit trump bullying people tired trump picking people,age
take piss certain subject always heard holocaust gay rape joke mental people say true normal funny nice around make light situation,gender
lesson day fight salty ass hate,not_cyberbullying
quip played classification would take carton quip,not_cyberbullying
incident rorschach rorschach test racism white referee colleague nigger told black wrestler cut forced forfeit white journalist young man team player saw,ethnicity
done right exercise school open lifetime development plus learning instead favoritism favouritism school order,age
right looking people bow kiss anything like admit things done wrong past people still carrying black people less us mentality,ethnicity
today got 3 one bullying two sad hope make pretty,not_cyberbullying
less first one met,ethnicity
eh focus would outward outworld anything black dragon s anyway besides three black game help pastel waters though,ethnicity
oh none mean way think mom concerned support planned parenthood goes christian think bad think said global network bum radical maxim marxism 12,religion
another infinite exes trump s intellectual emotional capacity nth 8th grade bully could get elected student body president middle school,age
way house exchange,not_cyberbullying
yes get w lighthearted gay actually funny never funny,gender
female owe mom future always conduct self classy way different days,not_cyberbullying
fact say muslin muslim well still continue obviously support biased racist means much problem people saying check idiot,religion
nth 4th round instant thought 3 enough year get wrong love show seriously,not_cyberbullying
fuck mama dumb ass real made huh,ethnicity
niger do like hip hop dumb fuck,ethnicity
high school black hair make zero sense dyed hair black complain casebook mean bullying,age
private school protected bovid covid government public reopen face funding loss class warfare executed administration sickening nonmember november get soon enough,age
feel like change going happen soon,not_cyberbullying
okay understand buran quran striking woman option woman must obey man,religion
dumb rape fuck seek help,ethnicity
want aka anti country chose make state idiot think option winning war stupid,religion
far know yes,not_cyberbullying
stepped stephen wearing white mask dance hip hop get near thing whites wearing black face mock negro for,ethnicity
bullying understatement end got beat dating bulk high school whites got clothes ahead time still get name keep moving forwards 58 must weird,age
contact ks directly using social network,not_cyberbullying
meanwhile female congresswoman f king bitch yet report,gender
terribly two high school art teacher ceiling cavity fist way back front room teacher ever stick even weird way,age
talk son starting navigate political summer school genuinely worried safety 5 beating shit 1 white kid new reality vote like life nonmember november,age
kat antre awful to wrong two,not_cyberbullying
racist bully brought gun school living,age
homophobic rapist going make gay rape much want slandering anyone name fun overtime respond bring sum different shit chill,gender
sexist things said,gender
count common crime muslin muslim,religion
girl met high school pretended animal nearly time sometimes horse sometimes dogcart got constantly also really pretty half attention got bullying half objectification,age
think dumb ass nigger get fuck fucking bitch ass night nigga,ethnicity
agree derogatory things toward people time put people given pass time woman offended often never doc like bully knew high school,age
know damn well mixed black negro white america used n word know today play dumb cute,ethnicity
nobody tayra cannon shannon know full story divorced christian man judging christian woman letting loose fun laughable attempt trying come top god judge right,religion
nigger fox fuck really hope drinking claro clorox make world better better place went away hell throw party fuck bullshit rigged election stupid dumb ignorant nigger,ethnicity
sorry see hot eat like call sexist like,gender
stole stoled reply ill give sum love pinned love seeing to tl want stalked act acc consider one sweet would anything first time see,ethnicity
shout high school realizing bi a would hell confused lot longer,age
waiting colored people human hilarious people try explain away racism amazing never heard black person say white people human still laughing ludicrous sweetie made bed college 4,ethnicity
ted coho insecure brute lame hope every female florid florida sign petition recall ignorant bastard call wife fuck in ing bitch home public,gender
negro racial slur used is is respect preferred african america american negro means black like blanch blanco means white,ethnicity
watching project x dance,not_cyberbullying
least look like people monkey looking,religion
everyone stuff problem literally adoption abuse rape discrimination culture politics see huge topic logan pal paul people,gender
type guy bully someone school android,age
tony stop hot right christian woman,religion
faithless israelites israelites force tradition onto defend homeland radical muslin muslim accuse cultural imperialism fighting oil support consumerism love traditional,religion
okay stupid bitch said oh want see receipts ana dna saying gay racist rape,gender
anyone interested contributing project discipline excel template go town,not_cyberbullying
ask something using word negro offense comes mouth white person black people say endearing way acceptable words banned everyone vocabulary,ethnicity
fuck nigger going live rich city celebrity bye dumb ass,ethnicity
ottoman converting following help http,religion
fuck mama dumb ass nigger fuck grandma mother going shot bitch,ethnicity
usually think someone enough leave get leave mind find child like bully probably got beat lot school,age
daughter throughout school certainly unique got is 1st hugely gifted individual please teach son stand still pick weak,age
grandma christian woman mother uncle violent whenever someone raised racist respect brother dad even dad,religion
tired feminist disgusting,gender
hopefully since thought prom sat high school cafeteria please panic teenage social life could affecting much money making,age
comment taken polygon s article grab panel,not_cyberbullying
irk nigger dumb fuck it it satin satan said let feelings,ethnicity
funny douche worthy funny joke rape prejudice racism gay current culture die fire,gender
get dessert lot,not_cyberbullying
prophet rapist murderer pedophile caravan robber slave trader bigot sexist god would never use scum,religion
call dumb bitch female bitch way,gender
look kat s face like told antre s banging,gender
hah watch big brother hankie disgusting literally straight guy gay guy playing also frank made rape literally said lesbian choice unlike gay cut misogynistic ass like,gender
lot first client sturdy saturday girl high school maybe accidentally stab eyeball tweezers,age
i iv known since primary school use bully going lie still know day nice quiet,age
ply get shot like nigger tuna fuck dumb bitch hope get shot,ethnicity
trumbull trumbull kid super nice seriously thought bed entire time make sure tell,not_cyberbullying
sail away okay mama s hatred jerusalem jerusalem s iran somehow sail away drawn blank massive support trump israel us embassy israel see radical hate christian news,religion
pretty telling beloved patriarchy worst way insult woman sexual things terms,not_cyberbullying
feel like wear tiny sunglasses would high school,age
6 italic italian given jail terms misleading statement tequila quake,not_cyberbullying
known long time biggest grade school high school would beat pulp always get away cop continuation horrible,age
muslin muslim literally window gothic window idiot use religion create hangar,religion
shut fuck dumb nigger per,ethnicity
hate communal changing rooms reason work anyone hated communal changing room high school also prime spot thin properly developed yet know imagine change,age
side furnish kurdish always smile regularly circle hold hands sing dance,not_cyberbullying
problem call sexist enjoy game much woman announcer calling,gender
school yard bully comes swinging,age
sorry know slam islam much right talk christian woman muslin muslim master,religion
run ru sending picture fuck would play swear dumb fucking nigger fraud bitch,ethnicity
right girl school proper taking piss made rape joke used gay insult admit hm,gender
teacher fit front told school nurse could longer take pe concerned mental health anything class teacher course,age
sharing 16 people austin experience bridging someone else begin again bullying faced grade school ultimately came understand bully,age
kind girl the got high school going try bully back cough cough nerd,age
police work often appealing bully school anger personality get uniform gun wield power smart school,age
trump cdc reopen consult many mary book hate could strong like many thus far,age
never really loved pop still first 2 years lived continued full 4 years little high school left college moved aslant atlanta right college,age
big so 1 realest main man never dull moment happy soul day hope great one much,not_cyberbullying
knew bother drip smell,gender
sorry call duty come chemistry kit wow making calculate stay,not_cyberbullying
claim pray son meet right person start christian woman love son,religion
yes public school need get vice eyes detected chalk back johns johnson,age
exile process sharia,not_cyberbullying
need stop thinking treated exactly society let happen n,gender
elementary school is movie michael michael trace 9 yearly michael michael trace,age
eaten shit mood even shutter shitter weather,not_cyberbullying
every time play jackpot jackbox always 1 something racist 2 something gay 3 something rape,gender
huh school gone long,age
palestinian palestinian state peace dwindle america splitting along axes epicenter us support israel jewfish jewish radical christian fundamentalist latest,religion
today learned so girl turns high school look like,age
religion murdering pedophile core room reformed,religion
never able point anything to tao the te thing ching encouraged misbehavior,not_cyberbullying
nice drop nigger guess know play two halves dumb fuck,ethnicity
demand free kashmir demand free issue hind hindu psalmist islamist like feel sad self hind hindu like support psalmist islamist n survival,religion
men think saying slur making racist retard gay rape joke think tough also men say funny,gender
thanks ex xx,not_cyberbullying
stalked people elementary school high school married wonderful maybe bully,age
always spaced school,not_cyberbullying
funny put men older dad place pitch start giving mouth go college pension simmer zimmer,not_cyberbullying
would even looking never high school,age
hey thanks asking disturbing audio screwing around using word well gay rape onto one vas leak revealed 2 call ex gay slur of ok,gender
china iran muslin muslim brotherhood gorge george mama useful regardless call last community organizer fake setting decade arc would immediate,religion
god judge heart excuse christian support people clearly evil things told judge fruit,religion
wow surprise supprise would talk way someone like school lie lie lie show needs,age
dare say accept sonic anionic main idiot dare ask muslin muslim christian 70 land india give land hospital building,religion
lazy person s menu tonight,not_cyberbullying
like highschool highschool better really worth him kim brand horrid desperate relevance mom better especially,age
wait dormie school jump bandwagon even though got hanging onto space music listening revenge high school,age
excited black price right it,not_cyberbullying
sexist find really weird seeing woman sing band full,gender
look like would attempt bully middle school act different around throughout high school,age
mind local outdoor end ed like actually childhood kiss banana slug sing xylem bunk girl junior high,age
fuck nigger dumb ebonics speaking nigger cunt got virgin speaking slowly,ethnicity
exactly hell fuck breakfast,not_cyberbullying
walk around school untouchable like sit around hate,gender
inertia viciously racist past system nothing else could know fact anything different black people,ethnicity
call bitch say man call night nigga say white man,gender
knew muslin muslim girl high school to my mp got office stay home week safety severely school nothing protect think never protect black pop,age
give fuck fucking figure dumb fucking bitch stick dick sucker nigger,ethnicity
om guy hacked s idiot,gender
my ny post gay rape joke page one,gender
muslin muslim liar mohammed said nothing stray civilized try find,religion
one thing really need overcome fear right girl like would high school,age
like really kind christian woman friend dad s really tripping right like make shit justify hatred people,religion
dumb nigger fuck nothing baseball,ethnicity
today caber forgot one royal royale high said die ugly fat pig trying trade halo friend tried offering want politely said boom,age
well bless heart t fan see dump trump orange man derisive insecure elementary school yard fatuous also sadly meme truly piteous,age
sons much greater risk feminist laws,gender
well instructed muslin muslim brotherhood hamas use human useful willing play part,religion
slam islam slow science despite slam islam slam islam,religion
honor furnish kurdish fighting sis isis north bane you cot,not_cyberbullying
seen speaking racist white english targeted muslin muslim men virtue want talk racist,religion
of ok pakistan pakistani establish rape abuse of ok ethnic exempt laws murder us think another brain washed left wing idiot,religion
ta uta pa floral man mal due el bullying era pa mi ah add,not_cyberbullying
really white folks dumb fuck something at dat forward kid 7 yes finally age 12 grandfather s a av done way back ago they said mango mungo park discovered river niger nonsense,ethnicity
have sexist clear problem get people made fucking rape joke one dogged sharkskin darkskin black made gay joke,gender
odd cherry pick one incident wave race card call fictitious racism system race baiting,ethnicity
glad went 2 school normal people also,age
hey girl chick high school hope well om family cute anyway selling awesome wondering,age
calm baby it fuck mama dumb ass nigger,ethnicity
idiot prophet saw wore nab niqab watch say repent sake respectful towards,religion
every union lobbyist foreign interest communist radical support investigation time christian support conservative shame canada investigating via,religion
swear icon impact first nitwit he hq banger salsa icon switched saki k people liking n it shit like w yuan ask people eating shit tweet saki one,ethnicity
fuck yo momma dumb ass bitch it fuck mama dumb ass nigger bout stupid bunch,ethnicity
fuck hit no nw bully breakdown,not_cyberbullying
of ok hot like first one better,ethnicity
well server know would gave black family disgusting,ethnicity
rumor rumour one mum witch scared running home scared said going get school came entrance woods told going get,age
oh man used focus twice tweet 4 way airport want maintain linguistic integrity,not_cyberbullying
worse sitting uninspired overlong tripe hearing guy next say great,not_cyberbullying
white men ka everybody whatever attack colored lady racism wonder anyone would conclude,ethnicity
feel exact school used bully cut talk white oh black went jail pussy went point changed way speak talk oh lord got west came playing,age
identify high school nth 9th grade threatened violence daily basis mean jealous loved dude planet celebrated hard 33rd anniversary first date,age
r r hurt never spoken islamic islamic terrorism see barely haaf hate hind hurt number one ho sandhi gandhi our near nehru ki jampan we ho to ko gal gali dene we se kina milt had,religion
start drinking game overtime compliment skull would great shape tomb though,gender
also high school,age
bring higher over,not_cyberbullying
christian support radical right wing nothing christie christlike,religion
using power intimidate opponent belittling accusing clout chasing school bully massive platform,age
college dress hallowed halloween high school like,age
got gop teacart care like elementary school a aa bullying,not_cyberbullying
many got laws specifically protect kind thing however enforced due,not_cyberbullying
even without rape stupid purposefully offensive sexist racist incredibly gross person demo slightly less racist sexist reps oh people choose get married keep church state separated,gender
yeah bad take sis isis exile put cage torch,religion
actually many female state waste space,not_cyberbullying
to tu eyes la bully c,not_cyberbullying
never high school middle school nth 6th grade apparently stalker name girl rumor,age
to tb just joke fuck funny bout calling black person nigger join bout been hung dumb ass white people,ethnicity
fair gay painfully unfunny got problematic stuff unless talking dealing stuff like rape emotional abuse prostitution crippling anxiety depression forced marriage bad corrupt,gender
to clarify serial pork eat,religion
war chopping raping slave mohammed s favorite,religion
flash no bully fixing smoke,not_cyberbullying
fuck big dumb nigger say,ethnicity
hypocrisy judging saran sarah accusing hateful defense defence woman abuse muslin muslim men great harm talk live peace idiot,religion
idiot majority hind hindu muslin muslim christian sigh sikh atheist folks want education well paid job peaceful life seem abnormal dude wrong,religion
oh like new name way punching another inane tool use silence dissent logic,gender
stop stalking people s dumb fuck nigger anything better obsessed,ethnicity
hate talk football know talking cute know shit,gender
rapist chief happening rape well rape funny nope antiquated gay people ask tsk,gender
mark family becomes can han solo star bad lip reading,not_cyberbullying
muslin muslim rape think white people yet still racist imagine reading leftist liberal want carry pretending feel ashamed,religion
hypocrite proved racist well offended black lady calling lady negro white person would,ethnicity
call school bully miserable little tick simony simon,age
keep making gay people keep thinking wrong keep making rape people keep thinking of ok,gender
remember one time one fps middle school used bully mercilessly n end one school year tore got back yearbook n admit even though watched,age
mad blame mitt money winning fuck mama dumb ass nigger,ethnicity
america new jersey importantly jewfish jewish community ready tell trump lost support political party extremely radical non whites non christian time,religion
people love splash mountain based racist movie nothing better people riding water slide white man black character uncle remus one first magical negro,ethnicity
nope play wow go,not_cyberbullying
hazard harvard ad imply dumb it ah you bitch suck long shaded smile it fuck mama dumb ass nigger,ethnicity
lost 10 crowd funding choose,gender
simply would high school locker room energy,age
find woman funny,gender
fuck mama dumb ass nigger bad one people like reason nigger office loo,ethnicity
terrible time year depending time leave house need swim trunks damn winter coat,not_cyberbullying
idiot lived 30 years lying police force might neighborhood watch like colombia columbia guardian stop idiot,religion
past people learned nothing spewing anti sematic semitic speech anything black people critique people saying anything regarding jewfish jewish people point,ethnicity
attitude ass scores test hair law field mines law field hate hair wrote stole right a ba ha ha ha never kid christian woman guilt,religion
dumb nigger president last 4 years get fuck,ethnicity
kelvin array like girl mean middle school suddenly nice middle high school kelvin even square head,age
cutin putin literally hired working internet shape opinion cutin putin propaganda,religion
shut fuck dumb nigger going one takin deep bet you talk shit bout rig of though,ethnicity
publicly humiliating child send military school acting end day child parent responsibility take care child mental physical welfare daddy bully,age
hey twitter army whoever good hacking girl class army liking its stole first ever group friend alone new school old school,age
slam islam declared war humanity years ago non despise slam islam,religion
first photo mike brown innocence,not_cyberbullying
nigger hurt dumb fuck stop wasting breath,ethnicity
dumb nigger lot faggot female coach backpack please shut fuck,ethnicity
okay also watching video difference made wan na christian girl okay sex whoever strapped man right christian woman morals values importance intimacy,religion
sum black people so stupid sharkskin darkskin lightship still nigger remember dumb,ethnicity
supporting sis isis lot yeah go ahead buddy support stoning throwing building start polish regarding like,religion
trying replace jacks jackson gal 20 dollar bill sexist spend money anyway,gender
chief fuck nigger needs 2 stay dumb ass jail,ethnicity
r innocent nationalist resisting fighting welling wellbeing protection r antinationalist want survive must,religion
met coin colin,not_cyberbullying
lot girl elementary high school came sat section ill say apple fall far tree,age
get opener working going get ice cream maker work,not_cyberbullying
damn boy actually skip school skater clique go get mall kind loser nerd bully,age
stupid fucking better stupid dumb go fluke dumb sons fluking bitch ass dumb,ethnicity
hope lot site,not_cyberbullying
fuck night nigga nigger whatever peoples race fucking dumb,ethnicity
15 black shot past 2 anything,ethnicity
stop saying sass put foot ass,gender
whole fucking family dumb fuck probably happy night nigga dead,ethnicity
anyone give toss cess joined bully back,not_cyberbullying
help muslin muslim men avoid find muslin muslim encounter a na love absolve men irritating fully covered man still make unwanted continue saying rubbish,religion
pissed mobile legend say shit disrespectful gay community also rape never funny stop telling people get good grow fuck,gender
aunty kiki more gang making closed fight wrong battle sealing one average mediocre pick bully its school every member coven c,age
one dash destroyed display joy murder cruelty,not_cyberbullying
brass like dude school take shit,age
talking talk go fuck another dumb nigger,ethnicity
yes rape gay comedy fucking funny anything hateful ignorant lazy writing,gender
jelly it fuck mama dumb ass nigger,ethnicity
came mecca said mecca treat,not_cyberbullying
exactly hoover said black panther s free breakfast program pretend values really like grade school lashing due deep insecurity impotent rage,age
want understand sis isis understand slam islam exactly,religion
christian rape sexist accept sides extremism,gender
every day attack freedom religion idiot trumpets pop trump since president christian country god god anyone country god even muslin muslim god got probably,religion
apologize telling truth,not_cyberbullying
look matter purple gay straight rape like okay lady c,gender
liar no neo name nazi idiot pure propaganda cutin putin media,not_cyberbullying
go jam n shag great,not_cyberbullying
lucky hated year wanted drop high school erased memory,age
man mad face would mad sea lion cub fuck mama dumb ass nigger,ethnicity
tired saying look mean night nigga big a wear tight grim everybody,gender
please distract work telling first time heard sonic youth bissau nissan rogue driving high school immediately wanted him kim cordon bully,age
call delusional means kind one thing found history knowledge idiot tell jump even know history jewfish jewish religion years old religion years old,religion
real donate trump real overgrown school yard bully peddling bullishness america much world less 100 days god willing gone hope pray,age
free dinner let know poor household printed different color colour paid school playground bully made sure first,age
pause b feminine b masculine climate change made us god doe it nt exist harry sex symbol generation rape suicide r okay reverse racism exist of ok 2 gay let us move,gender
dad thing liberal communist feminacy bullshit,gender
bitch need life fuck stalking another dumb niger ratchet ass hoe,ethnicity
sure would good fit harassment boss diversity open source,not_cyberbullying
decent white people going slavery,ethnicity
optimistic end game twitter s announcement single step long path abuse,not_cyberbullying
tired class easy,not_cyberbullying
cunt it dumb pale white ass it fuck mama dumb ass nigger,ethnicity
problem rape race gay large people telling nothing fear rape prejudice,gender
nigger black know to know dumb fuck common sense,ethnicity
fuck mama dumb ass nigger ignorance best sh,ethnicity
buran quran must steal occupy entire world,religion
fag friend anymore he gay best getting rape,gender
lodge high school wimbledon wimbledon group mixed white pay school nothing prevent despite several avian asian school one bats eyelid,age
even shared surname one feared bully primary high school many thought brother everyone scared touch,age
calling men way love call us guarantee would whole problem,gender
say took word nigger made term endearment dumb fuck want hate white folks today something control,ethnicity
words nothing without words went something without would best words make us,not_cyberbullying
say believe thing stereotype think used perhaps instead think notice said fuck idiot,religion
used make rape use gay insult feminist never of ok get character growth,gender
dumb nigger lie shithead fuck ourself lick vagina,ethnicity
so stupid mama dumb a fuck,ethnicity
never dumb government anyways country full like love love country haul sandhi gandhi happen mode busy eating,religion
gay panic rape arsenal every sitcom writer is of intolerable,gender
thanks showing biggest blocked,ethnicity
mom playing racecard incite unrest black white never tell racist like bad racist past never excused paid anything,ethnicity
es tuna labia unique el bullying we se have ms,not_cyberbullying
random iota iowa fan car michigan michigan state shirt fuck michigan michigan state dumb nigger,ethnicity
intense tonight s up,not_cyberbullying
calling black fucking disgusting black people playing team,ethnicity
middle school bully voice course knew gay,age
racist cunt it bitch you serious it fuck mama dumb ass nigger,ethnicity
white to wrong assume everyone decent safe neighborhood white a ab colored people neighborhood go racist people matter color literally showing racism right,ethnicity
oh mad bitch fuck mama dumb ass nigger,ethnicity
everyone cancel culture taking responsibility simply people going someone petty instead lynching drag name mud like school people would go bully,age
rob have definitely love relaxed positive,not_cyberbullying
person getting say sure beg know school get making lonely kid cry bully giving compliments,age
fuck mama dumb ass nigger mad,ethnicity
god great burn cage,religion
challenging take placard condemn radical islamic islamic terrorism support agree,religion
formal ring dumb would fuck like cool,ethnicity
black always big always disgusting,ethnicity
hate ask joint focus joint fuck legs arms move without joint dumb ass,ethnicity
mars mrs idiot telling jehad every case murder done someone else name given muslin muslim utter recently media kept showing hind hindu girl murdered muslin muslim lover two days later body found death part 1,religion
watched documentary names james balding baldwin negro heartbreaking challenging seriously would encourage everyone know watch think great piece see lot white america,ethnicity
like promise night nigga call bitch going call man going disguise female,gender
parent put kid torture christian christmas awkward elementary school,not_cyberbullying
explain described wrong,gender
mean claim islamic islamic terrorism could easily claim conspiracy,religion
like eating bucket fried chicken every day front high school bully saying see eyes,age
consistent dumb fuck derelict ass repeat tell even think,ethnicity
christiania christianity moved past barbarity slam islam returning,religion
might need lube tip,gender
are jail change our unlock we chasm radical islamic islamic jihad damage mostly bangladesh bangladeshi dekko dekko agave nationalist real ache wale hind hindu christian news away ape rang me mei support ki sail dekko our seek peaceful procession,religion
big idiot got nation ban official order go network service ape post take action necessary oppose everything muslin muslim,religion
first one reply mama kama tweet clearly even know talking,ethnicity
high school sweet pretty ugly bitter handle such thank teaching box picked much learn fight defend quick learner though worked,age
talent horribly classes still adore toss toss,not_cyberbullying
least lot de giving high school vibes want mean bad,age
idiot told false information ask local muslin muslim community allay allah link talk nonsense india jehad country like pakistan,religion
brown arab muslin muslim face country color fact face us usa to still racism colors wake fucking white make different,religion
fuck mama dumb ass nigger bitch stop ignorant,ethnicity
stupidity jihad think need run civil society,religion
bully girl first of starting high school around who beauty straight told of built like girl last time school stupid used beat,age
bum racism stop still select yo white clothes 2 wash is 1st black colored is say racism wash together,ethnicity
people used think quiet standoffish child bitchy wanted introverted talk everyone horribly abused made peep home every time fun school ugly,age
